Fiscal Year,County,Region,Confirmed Victims,Victims
2017,DeWitt,8-San Antonio,Not Confirmed,261
2017,DeWitt,8-San Antonio,Confirmed Victim,65
2017,Dimmit,8-San Antonio,Not Confirmed,173
2017,Dimmit,8-San Antonio,Confirmed Victim,51
2017,Edwards,8-San Antonio,Not Confirmed,30
2017,Edwards,8-San Antonio,Confirmed Victim,5
2017,Frio,8-San Antonio,Not Confirmed,243
2017,Frio,8-San Antonio,Confirmed Victim,94
2017,Gillespie,8-San Antonio,Not Confirmed,153
2017,Gillespie,8-San Antonio,Confirmed Victim,42
2017,Goliad,8-San Antonio,Not Confirmed,94
2017,Goliad,8-San Antonio,Confirmed Victim,16
2017,Gonzales,8-San Antonio,Not Confirmed,282
2017,Gonzales,8-San Antonio,Confirmed Victim,77
2017,Guadalupe,8-San Antonio,Not Confirmed,1538
2017,Guadalupe,8-San Antonio,Confirmed Victim,317
2017,Jackson,8-San Antonio,Not Confirmed,117
2017,Jackson,8-San Antonio,Confirmed Victim,42
2017,Karnes,8-San Antonio,Not Confirmed,216
2017,Karnes,8-San Antonio,Confirmed Victim,64
2017,Kendall,8-San Antonio,Not Confirmed,257
2017,Kendall,8-San Antonio,Confirmed Victim,39
2017,Kerr,8-San Antonio,Not Confirmed,483
2017,Kerr,8-San Antonio,Confirmed Victim,182
2017,Kinney,8-San Antonio,Not Confirmed,23
2017,Kinney,8-San Antonio,Confirmed Victim,7
2017,La Salle,8-San Antonio,Not Confirmed,122
2017,La Salle,8-San Antonio,Confirmed Victim,38
2017,Lavaca,8-San Antonio,Not Confirmed,143
2017,Lavaca,8-San Antonio,Confirmed Victim,20
2017,Maverick,8-San Antonio,Not Confirmed,294
2017,Maverick,8-San Antonio,Confirmed Victim,38
2017,Medina,8-San Antonio,Not Confirmed,527
2017,Medina,8-San Antonio,Confirmed Victim,108
2017,Real,8-San Antonio,Not Confirmed,46
2017,Real,8-San Antonio,Confirmed Victim,6
2017,Uvalde,8-San Antonio,Not Confirmed,392
2017,Uvalde,8-San Antonio,Confirmed Victim,120
2017,Val Verde,8-San Antonio,Not Confirmed,418
2017,Val Verde,8-San Antonio,Confirmed Victim,74
2017,Victoria,8-San Antonio,Not Confirmed,1179
2017,Victoria,8-San Antonio,Confirmed Victim,206
2017,Wilson,8-San Antonio,Not Confirmed,405
2017,Wilson,8-San Antonio,Confirmed Victim,87
2017,Zavala,8-San Antonio,Not Confirmed,189
2017,Zavala,8-San Antonio,Confirmed Victim,36
2017,Andrews,9-Midland,Not Confirmed,168
2017,Andrews,9-Midland,Confirmed Victim,36
2017,Borden,9-Midland,Not Confirmed,13
2017,Borden,9-Midland,Confirmed Victim,5
2017,Coke,9-Midland,Not Confirmed,38
2017,Coke,9-Midland,Confirmed Victim,1
2017,Concho,9-Midland,Not Confirmed,13
2017,Crane,9-Midland,Not Confirmed,15
2017,Crane,9-Midland,Confirmed Victim,6
2017,Crockett,9-Midland,Not Confirmed,32
2017,Crockett,9-Midland,Confirmed Victim,14
2017,Dawson,9-Midland,Not Confirmed,161
2017,Dawson,9-Midland,Confirmed Victim,60
2017,Ector,9-Midland,Not Confirmed,1422
2017,Ector,9-Midland,Confirmed Victim,350
2017,Gaines,9-Midland,Not Confirmed,134
2017,Gaines,9-Midland,Confirmed Victim,35
2017,Glasscock,9-Midland,Not Confirmed,6
2017,Glasscock,9-Midland,Confirmed Victim,3
2017,Howard,9-Midland,Not Confirmed,374
2017,Howard,9-Midland,Confirmed Victim,136
2017,Irion,9-Midland,Not Confirmed,13
2017,Irion,9-Midland,Confirmed Victim,7
2017,Kimble,9-Midland,Not Confirmed,39
2017,Kimble,9-Midland,Confirmed Victim,17
2017,Loving,9-Midland,Not Confirmed,1
2017,Martin,9-Midland,Not Confirmed,48
2017,Martin,9-Midland,Confirmed Victim,20
2017,Mason,9-Midland,Not Confirmed,36
2017,Mason,9-Midland,Confirmed Victim,7
2017,McCulloch,9-Midland,Not Confirmed,129
2017,McCulloch,9-Midland,Confirmed Victim,29
2017,Menard,9-Midland,Not Confirmed,26
2017,Menard,9-Midland,Confirmed Victim,5
2017,Midland,9-Midland,Not Confirmed,1101
2017,Midland,9-Midland,Confirmed Victim,203
2017,Pecos,9-Midland,Not Confirmed,107
2017,Pecos,9-Midland,Confirmed Victim,31
2017,Reagan,9-Midland,Not Confirmed,34
2017,Reagan,9-Midland,Confirmed Victim,7
2017,Reeves,9-Midland,Not Confirmed,58
2017,Reeves,9-Midland,Confirmed Victim,21
2017,Schleicher,9-Midland,Not Confirmed,15
2017,Schleicher,9-Midland,Confirmed Victim,8
2017,Sterling,9-Midland,Not Confirmed,17
2017,Sterling,9-Midland,Confirmed Victim,1
2017,Sutton,9-Midland,Not Confirmed,77
2017,Sutton,9-Midland,Confirmed Victim,20
2017,Terrell,9-Midland,Not Confirmed,8
2017,Tom Green,9-Midland,Not Confirmed,1151
2017,Tom Green,9-Midland,Confirmed Victim,328
2017,Upton,9-Midland,Not Confirmed,27
2017,Upton,9-Midland,Confirmed Victim,6
2017,Ward,9-Midland,Not Confirmed,118
2017,Ward,9-Midland,Confirmed Victim,39
2017,Winkler,9-Midland,Not Confirmed,59
2017,Winkler,9-Midland,Confirmed Victim,19
2017,Brewster,10-El Paso,Not Confirmed,58
2017,Brewster,10-El Paso,Confirmed Victim,17
2017,Culberson,10-El Paso,Not Confirmed,17
2017,Culberson,10-El Paso,Confirmed Victim,15
2017,El Paso,10-El Paso,Not Confirmed,6383
2017,El Paso,10-El Paso,Confirmed Victim,1943
2017,Hudspeth,10-El Paso,Not Confirmed,20
2017,Hudspeth,10-El Paso,Confirmed Victim,8
2017,Jeff Davis,10-El Paso,Not Confirmed,11
2017,Jeff Davis,10-El Paso,Confirmed Victim,1
2017,Presidio,10-El Paso,Not Confirmed,39
2017,Presidio,10-El Paso,Confirmed Victim,6
2017,Aransas,11-Edinburg,Not Confirmed,276
2017,Aransas,11-Edinburg,Confirmed Victim,85
2017,Bee,11-Edinburg,Not Confirmed,373
2017,Bee,11-Edinburg,Confirmed Victim,94
2017,Brooks,11-Edinburg,Not Confirmed,147
2017,Brooks,11-Edinburg,Confirmed Victim,37
2017,Cameron,11-Edinburg,Not Confirmed,4104
2017,Cameron,11-Edinburg,Confirmed Victim,1209
2017,Duval,11-Edinburg,Not Confirmed,140
2017,Duval,11-Edinburg,Confirmed Victim,20
2017,Hidalgo,11-Edinburg,Not Confirmed,7748
2017,Hidalgo,11-Edinburg,Confirmed Victim,1666
2017,Jim Hogg,11-Edinburg,Not Confirmed,113
2017,Jim Hogg,11-Edinburg,Confirmed Victim,17
2017,Jim Wells,11-Edinburg,Not Confirmed,663
2017,Jim Wells,11-Edinburg,Confirmed Victim,121
2017,Kleberg,11-Edinburg,Not Confirmed,337
2017,Kleberg,11-Edinburg,Confirmed Victim,91
2017,Live Oak,11-Edinburg,Not Confirmed,110
2017,Live Oak,11-Edinburg,Confirmed Victim,37
2017,McMullen,11-Edinburg,Not Confirmed,17
2017,McMullen,11-Edinburg,Confirmed Victim,1
2017,Nueces,11-Edinburg,Not Confirmed,3853
2017,Nueces,11-Edinburg,Confirmed Victim,1244
2017,Refugio,11-Edinburg,Not Confirmed,69
2017,Refugio,11-Edinburg,Confirmed Victim,15
2017,San Patricio,11-Edinburg,Not Confirmed,809
2017,San Patricio,11-Edinburg,Confirmed Victim,216
2017,Starr,11-Edinburg,Not Confirmed,545
2017,Starr,11-Edinburg,Confirmed Victim,136
2017,Webb,11-Edinburg,Not Confirmed,2106
2017,Webb,11-Edinburg,Confirmed Victim,438
2017,Willacy,11-Edinburg,Not Confirmed,243
2017,Willacy,11-Edinburg,Confirmed Victim,73
2017,Zapata,11-Edinburg,Not Confirmed,182
2017,Zapata,11-Edinburg,Confirmed Victim,51
2017,Out of State,Out of State,Not Confirmed,36
2017,Out of State,Out of State,Confirmed Victim,14
2016,Armstrong,1-Lubbock,Not Confirmed,15
2016,Armstrong,1-Lubbock,Confirmed Victim,2
2016,Bailey,1-Lubbock,Not Confirmed,43
2016,Bailey,1-Lubbock,Confirmed Victim,16
2016,Briscoe,1-Lubbock,Not Confirmed,10
2016,Briscoe,1-Lubbock,Confirmed Victim,3
2016,Carson,1-Lubbock,Not Confirmed,41
2016,Carson,1-Lubbock,Confirmed Victim,7
2016,Castro,1-Lubbock,Not Confirmed,59
2016,Castro,1-Lubbock,Confirmed Victim,22
2016,Childress,1-Lubbock,Not Confirmed,64
2016,Childress,1-Lubbock,Confirmed Victim,18
2016,Cochran,1-Lubbock,Not Confirmed,23
2016,Cochran,1-Lubbock,Confirmed Victim,11
2016,Collingsworth,1-Lubbock,Not Confirmed,13
2016,Collingsworth,1-Lubbock,Confirmed Victim,7
2016,Crosby,1-Lubbock,Not Confirmed,101
2016,Crosby,1-Lubbock,Confirmed Victim,39
2016,Dallam,1-Lubbock,Not Confirmed,62
2016,Dallam,1-Lubbock,Confirmed Victim,16
2016,Deaf Smith,1-Lubbock,Not Confirmed,213
2016,Deaf Smith,1-Lubbock,Confirmed Victim,74
2016,Dickens,1-Lubbock,Not Confirmed,28
2016,Dickens,1-Lubbock,Confirmed Victim,9
2016,Donley,1-Lubbock,Not Confirmed,36
2016,Donley,1-Lubbock,Confirmed Victim,16
2016,Floyd,1-Lubbock,Not Confirmed,57
2016,Floyd,1-Lubbock,Confirmed Victim,18
2016,Garza,1-Lubbock,Not Confirmed,36
2016,Garza,1-Lubbock,Confirmed Victim,7
2016,Gray,1-Lubbock,Not Confirmed,235
2016,Gray,1-Lubbock,Confirmed Victim,76
2016,Hale,1-Lubbock,Not Confirmed,365
2016,Hale,1-Lubbock,Confirmed Victim,140
2016,Hall,1-Lubbock,Not Confirmed,34
2016,Hall,1-Lubbock,Confirmed Victim,6
2016,Hansford,1-Lubbock,Not Confirmed,12
2016,Hansford,1-Lubbock,Confirmed Victim,11
2016,Hartley,1-Lubbock,Not Confirmed,18
2016,Hartley,1-Lubbock,Confirmed Victim,3
2016,Hemphill,1-Lubbock,Not Confirmed,30
2016,Hemphill,1-Lubbock,Confirmed Victim,3
2016,Hockley,1-Lubbock,Not Confirmed,230
2016,Hockley,1-Lubbock,Confirmed Victim,54
2016,Hutchinson,1-Lubbock,Not Confirmed,261
2016,Hutchinson,1-Lubbock,Confirmed Victim,95
2016,Lamb,1-Lubbock,Not Confirmed,141
2016,Lamb,1-Lubbock,Confirmed Victim,68
2016,Lipscomb,1-Lubbock,Not Confirmed,9
2016,Lipscomb,1-Lubbock,Confirmed Victim,4
2016,Lubbock,1-Lubbock,Not Confirmed,2867
2016,Lubbock,1-Lubbock,Confirmed Victim,1033
2016,Lynn,1-Lubbock,Not Confirmed,62
2016,Lynn,1-Lubbock,Confirmed Victim,4
2016,Moore,1-Lubbock,Not Confirmed,211
2016,Moore,1-Lubbock,Confirmed Victim,94
2016,Motley,1-Lubbock,Not Confirmed,14
2016,Ochiltree,1-Lubbock,Not Confirmed,51
2016,Ochiltree,1-Lubbock,Confirmed Victim,19
2016,Oldham,1-Lubbock,Not Confirmed,10
2016,Oldham,1-Lubbock,Confirmed Victim,2
2016,Parmer,1-Lubbock,Not Confirmed,40
2016,Parmer,1-Lubbock,Confirmed Victim,16
2016,Potter,1-Lubbock,Not Confirmed,1536
2016,Potter,1-Lubbock,Confirmed Victim,591
2016,Randall,1-Lubbock,Not Confirmed,781
2016,Randall,1-Lubbock,Confirmed Victim,279
2016,Roberts,1-Lubbock,Not Confirmed,8
2016,Sherman,1-Lubbock,Not Confirmed,5
2016,Sherman,1-Lubbock,Confirmed Victim,7
2016,Swisher,1-Lubbock,Not Confirmed,67
2016,Swisher,1-Lubbock,Confirmed Victim,26
2016,Terry,1-Lubbock,Not Confirmed,119
2016,Terry,1-Lubbock,Confirmed Victim,29
2016,Wheeler,1-Lubbock,Not Confirmed,30
2016,Wheeler,1-Lubbock,Confirmed Victim,12
2016,Yoakum,1-Lubbock,Not Confirmed,47
2016,Yoakum,1-Lubbock,Confirmed Victim,16
2016,Archer,2-Abilene,Not Confirmed,60
2016,Archer,2-Abilene,Confirmed Victim,12
2016,Baylor,2-Abilene,Not Confirmed,67
2016,Baylor,2-Abilene,Confirmed Victim,9
2016,Brown,2-Abilene,Not Confirmed,486
2016,Brown,2-Abilene,Confirmed Victim,185
2016,Callahan,2-Abilene,Not Confirmed,211
2016,Callahan,2-Abilene,Confirmed Victim,28
2016,Clay,2-Abilene,Not Confirmed,86
2016,Clay,2-Abilene,Confirmed Victim,36
2016,Coleman,2-Abilene,Not Confirmed,134
2016,Coleman,2-Abilene,Confirmed Victim,28
2016,Comanche,2-Abilene,Not Confirmed,151
2016,Comanche,2-Abilene,Confirmed Victim,44
2016,Cottle,2-Abilene,Not Confirmed,13
2016,Cottle,2-Abilene,Confirmed Victim,6
2016,Eastland,2-Abilene,Not Confirmed,285
2016,Eastland,2-Abilene,Confirmed Victim,52
2016,Fisher,2-Abilene,Not Confirmed,38
2016,Fisher,2-Abilene,Confirmed Victim,3
2016,Foard,2-Abilene,Not Confirmed,18
2016,Foard,2-Abilene,Confirmed Victim,1
2016,Hardeman,2-Abilene,Not Confirmed,49
2016,Hardeman,2-Abilene,Confirmed Victim,12
2016,Haskell,2-Abilene,Not Confirmed,50
2016,Haskell,2-Abilene,Confirmed Victim,8
2016,Jack,2-Abilene,Not Confirmed,78
2016,Jack,2-Abilene,Confirmed Victim,52
2016,Jones,2-Abilene,Not Confirmed,199
2016,Jones,2-Abilene,Confirmed Victim,47
2016,Kent,2-Abilene,Not Confirmed,3
2016,Knox,2-Abilene,Not Confirmed,34
2016,Knox,2-Abilene,Confirmed Victim,6
2016,Mitchell,2-Abilene,Not Confirmed,139
2016,Mitchell,2-Abilene,Confirmed Victim,27
2016,Montague,2-Abilene,Not Confirmed,200
2016,Montague,2-Abilene,Confirmed Victim,143
2016,Nolan,2-Abilene,Not Confirmed,281
2016,Nolan,2-Abilene,Confirmed Victim,85
2016,Runnels,2-Abilene,Not Confirmed,82
2016,Runnels,2-Abilene,Confirmed Victim,24
2016,Scurry,2-Abilene,Not Confirmed,212
2016,Scurry,2-Abilene,Confirmed Victim,61
2016,Shackelford,2-Abilene,Not Confirmed,48
2016,Shackelford,2-Abilene,Confirmed Victim,20
2016,Stephens,2-Abilene,Not Confirmed,121
2016,Stephens,2-Abilene,Confirmed Victim,26
2016,Stonewall,2-Abilene,Not Confirmed,7
2016,Taylor,2-Abilene,Not Confirmed,1994
2016,Taylor,2-Abilene,Confirmed Victim,713
2016,Throckmorton,2-Abilene,Not Confirmed,14
2016,Wichita,2-Abilene,Not Confirmed,1761
2016,Wichita,2-Abilene,Confirmed Victim,585
2016,Wilbarger,2-Abilene,Not Confirmed,144
2016,Wilbarger,2-Abilene,Confirmed Victim,47
2016,Young,2-Abilene,Not Confirmed,247
2016,Young,2-Abilene,Confirmed Victim,77
2016,Collin,3-Arlington,Not Confirmed,3200
2016,Collin,3-Arlington,Confirmed Victim,1183
2016,Cooke,3-Arlington,Not Confirmed,417
2016,Cooke,3-Arlington,Confirmed Victim,206
2016,Dallas,3-Arlington,Not Confirmed,15474
2016,Dallas,3-Arlington,Confirmed Victim,4535
2016,Denton,3-Arlington,Not Confirmed,3655
2016,Denton,3-Arlington,Confirmed Victim,806
2016,Ellis,3-Arlington,Not Confirmed,1118
2016,Ellis,3-Arlington,Confirmed Victim,398
2016,Erath,3-Arlington,Not Confirmed,292
2016,Erath,3-Arlington,Confirmed Victim,114
2016,Fannin,3-Arlington,Not Confirmed,285
2016,Fannin,3-Arlington,Confirmed Victim,135
2016,Grayson,3-Arlington,Not Confirmed,1226
2016,Grayson,3-Arlington,Confirmed Victim,589
2016,Hood,3-Arlington,Not Confirmed,548
2016,Hood,3-Arlington,Confirmed Victim,264
2016,Hunt,3-Arlington,Not Confirmed,785
2016,Hunt,3-Arlington,Confirmed Victim,283
2016,Johnson,3-Arlington,Not Confirmed,1397
2016,Johnson,3-Arlington,Confirmed Victim,654
2016,Kaufman,3-Arlington,Not Confirmed,826
2016,Kaufman,3-Arlington,Confirmed Victim,246
2016,Navarro,3-Arlington,Not Confirmed,502
2016,Navarro,3-Arlington,Confirmed Victim,91
2016,Palo Pinto,3-Arlington,Not Confirmed,356
2016,Palo Pinto,3-Arlington,Confirmed Victim,254
2016,Parker,3-Arlington,Not Confirmed,1038
2016,Parker,3-Arlington,Confirmed Victim,440
2016,Rockwall,3-Arlington,Not Confirmed,373
2016,Rockwall,3-Arlington,Confirmed Victim,126
2016,Somervell,3-Arlington,Not Confirmed,39
2016,Somervell,3-Arlington,Confirmed Victim,32
2016,Tarrant,3-Arlington,Not Confirmed,15666
2016,Tarrant,3-Arlington,Confirmed Victim,5162
2016,Wise,3-Arlington,Not Confirmed,585
2016,Wise,3-Arlington,Confirmed Victim,199
2016,Anderson,4-Tyler,Not Confirmed,511
2016,Anderson,4-Tyler,Confirmed Victim,226
2016,Bowie,4-Tyler,Not Confirmed,1013
2016,Bowie,4-Tyler,Confirmed Victim,261
2016,Camp,4-Tyler,Not Confirmed,171
2016,Camp,4-Tyler,Confirmed Victim,42
2016,Cass,4-Tyler,Not Confirmed,371
2016,Cass,4-Tyler,Confirmed Victim,101
2016,Cherokee,4-Tyler,Not Confirmed,592
2016,Cherokee,4-Tyler,Confirmed Victim,194
2016,Delta,4-Tyler,Not Confirmed,62
2016,Delta,4-Tyler,Confirmed Victim,16
2016,Franklin,4-Tyler,Not Confirmed,78
2016,Franklin,4-Tyler,Confirmed Victim,51
2016,Gregg,4-Tyler,Not Confirmed,1267
2016,Gregg,4-Tyler,Confirmed Victim,532
2016,Harrison,4-Tyler,Not Confirmed,696
2016,Harrison,4-Tyler,Confirmed Victim,144
2016,Henderson,4-Tyler,Not Confirmed,867
2016,Henderson,4-Tyler,Confirmed Victim,424
2016,Hopkins,4-Tyler,Not Confirmed,346
2016,Hopkins,4-Tyler,Confirmed Victim,109
2016,Lamar,4-Tyler,Not Confirmed,662
2016,Lamar,4-Tyler,Confirmed Victim,199
2016,Marion,4-Tyler,Not Confirmed,135
2016,Marion,4-Tyler,Confirmed Victim,53
2016,Morris,4-Tyler,Not Confirmed,120
2016,Morris,4-Tyler,Confirmed Victim,55
2016,Panola,4-Tyler,Not Confirmed,221
2016,Panola,4-Tyler,Confirmed Victim,88
2016,Rains,4-Tyler,Not Confirmed,111
2016,Rains,4-Tyler,Confirmed Victim,38
2016,Red River,4-Tyler,Not Confirmed,142
2016,Red River,4-Tyler,Confirmed Victim,48
2016,Rusk,4-Tyler,Not Confirmed,546
2016,Rusk,4-Tyler,Confirmed Victim,214
2016,Smith,4-Tyler,Not Confirmed,1803
2016,Smith,4-Tyler,Confirmed Victim,647
2016,Titus,4-Tyler,Not Confirmed,268
2016,Titus,4-Tyler,Confirmed Victim,93
2016,Upshur,4-Tyler,Not Confirmed,395
2016,Upshur,4-Tyler,Confirmed Victim,112
2016,Van Zandt,4-Tyler,Not Confirmed,428
2016,Van Zandt,4-Tyler,Confirmed Victim,203
2016,Wood,4-Tyler,Not Confirmed,354
2016,Wood,4-Tyler,Confirmed Victim,143
2016,Angelina,5-Beaumont,Not Confirmed,1008
2016,Angelina,5-Beaumont,Confirmed Victim,277
2016,Hardin,5-Beaumont,Not Confirmed,566
2016,Hardin,5-Beaumont,Confirmed Victim,142
2016,Houston,5-Beaumont,Not Confirmed,232
2016,Houston,5-Beaumont,Confirmed Victim,107
2016,Jasper,5-Beaumont,Not Confirmed,445
2016,Jasper,5-Beaumont,Confirmed Victim,138
2016,Jefferson,5-Beaumont,Not Confirmed,2681
2016,Jefferson,5-Beaumont,Confirmed Victim,546
2016,Nacogdoches,5-Beaumont,Not Confirmed,590
2016,Nacogdoches,5-Beaumont,Confirmed Victim,147
2016,Newton,5-Beaumont,Not Confirmed,115
2016,Newton,5-Beaumont,Confirmed Victim,28
2016,Orange,5-Beaumont,Not Confirmed,1003
2016,Orange,5-Beaumont,Confirmed Victim,283
2016,Polk,5-Beaumont,Not Confirmed,721
2016,Polk,5-Beaumont,Confirmed Victim,129
2016,Sabine,5-Beaumont,Not Confirmed,121
2016,Sabine,5-Beaumont,Confirmed Victim,45
2016,San Augustine,5-Beaumont,Not Confirmed,75
2016,San Augustine,5-Beaumont,Confirmed Victim,19
2016,San Jacinto,5-Beaumont,Not Confirmed,291
2016,San Jacinto,5-Beaumont,Confirmed Victim,80
2016,Shelby,5-Beaumont,Not Confirmed,294
2016,Shelby,5-Beaumont,Confirmed Victim,83
2016,Trinity,5-Beaumont,Not Confirmed,200
2016,Trinity,5-Beaumont,Confirmed Victim,57
2016,Tyler,5-Beaumont,Not Confirmed,235
2016,Tyler,5-Beaumont,Confirmed Victim,63
2016,Austin,6-Houston,Not Confirmed,210
2016,Austin,6-Houston,Confirmed Victim,27
2016,Brazoria,6-Houston,Not Confirmed,2201
2016,Brazoria,6-Houston,Confirmed Victim,613
2016,Chambers,6-Houston,Not Confirmed,243
2016,Chambers,6-Houston,Confirmed Victim,54
2016,Colorado,6-Houston,Not Confirmed,128
2016,Colorado,6-Houston,Confirmed Victim,19
2016,Fort Bend,6-Houston,Not Confirmed,3076
2016,Fort Bend,6-Houston,Confirmed Victim,745
2016,Galveston,6-Houston,Not Confirmed,2775
2016,Galveston,6-Houston,Confirmed Victim,681
2016,Harris,6-Houston,Not Confirmed,32029
2016,Harris,6-Houston,Confirmed Victim,5812
2016,Liberty,6-Houston,Not Confirmed,903
2016,Liberty,6-Houston,Confirmed Victim,293
2016,Matagorda,6-Houston,Not Confirmed,400
2016,Matagorda,6-Houston,Confirmed Victim,67
2016,Montgomery,6-Houston,Not Confirmed,3789
2016,Montgomery,6-Houston,Confirmed Victim,605
2016,Walker,6-Houston,Not Confirmed,383
2016,Walker,6-Houston,Confirmed Victim,50
2016,Waller,6-Houston,Not Confirmed,323
2016,Waller,6-Houston,Confirmed Victim,54
2016,Wharton,6-Houston,Not Confirmed,384
2016,Wharton,6-Houston,Confirmed Victim,50
2016,Bastrop,7-Austin,Not Confirmed,842
2016,Bastrop,7-Austin,Confirmed Victim,293
2016,Bell,7-Austin,Not Confirmed,4124
2016,Bell,7-Austin,Confirmed Victim,993
2016,Blanco,7-Austin,Not Confirmed,78
2016,Blanco,7-Austin,Confirmed Victim,14
2016,Bosque,7-Austin,Not Confirmed,189
2016,Bosque,7-Austin,Confirmed Victim,36
2016,Brazos,7-Austin,Not Confirmed,1113
2016,Brazos,7-Austin,Confirmed Victim,246
2016,Burleson,7-Austin,Not Confirmed,154
2016,Burleson,7-Austin,Confirmed Victim,64
2016,Burnet,7-Austin,Not Confirmed,371
2016,Burnet,7-Austin,Confirmed Victim,148
2016,Caldwell,7-Austin,Not Confirmed,429
2016,Caldwell,7-Austin,Confirmed Victim,143
2016,Coryell,7-Austin,Not Confirmed,928
2016,Coryell,7-Austin,Confirmed Victim,277
2016,Falls,7-Austin,Not Confirmed,198
2016,Falls,7-Austin,Confirmed Victim,45
2016,Fayette,7-Austin,Not Confirmed,138
2016,Fayette,7-Austin,Confirmed Victim,48
2016,Freestone,7-Austin,Not Confirmed,178
2016,Freestone,7-Austin,Confirmed Victim,23
2016,Grimes,7-Austin,Not Confirmed,277
2016,Grimes,7-Austin,Confirmed Victim,63
2016,Hamilton,7-Austin,Not Confirmed,96
2016,Hamilton,7-Austin,Confirmed Victim,19
2016,Hays,7-Austin,Not Confirmed,1176
2016,Hays,7-Austin,Confirmed Victim,321
2016,Hill,7-Austin,Not Confirmed,337
2016,Hill,7-Austin,Confirmed Victim,93
2016,Lampasas,7-Austin,Not Confirmed,233
2016,Lampasas,7-Austin,Confirmed Victim,69
2016,Lee,7-Austin,Not Confirmed,185
2016,Lee,7-Austin,Confirmed Victim,40
2016,Leon,7-Austin,Not Confirmed,198
2016,Leon,7-Austin,Confirmed Victim,35
2016,Limestone,7-Austin,Not Confirmed,215
2016,Limestone,7-Austin,Confirmed Victim,48
2016,Llano,7-Austin,Not Confirmed,216
2016,Llano,7-Austin,Confirmed Victim,68
2016,Madison,7-Austin,Not Confirmed,135
2016,Madison,7-Austin,Confirmed Victim,29
2016,McLennan,7-Austin,Not Confirmed,2607
2016,McLennan,7-Austin,Confirmed Victim,835
2016,Milam,7-Austin,Not Confirmed,251
2016,Milam,7-Austin,Confirmed Victim,107
2016,Mills,7-Austin,Not Confirmed,50
2016,Mills,7-Austin,Confirmed Victim,13
2016,Robertson,7-Austin,Not Confirmed,192
2016,Robertson,7-Austin,Confirmed Victim,37
2016,San Saba,7-Austin,Not Confirmed,58
2016,San Saba,7-Austin,Confirmed Victim,25
2016,Travis,7-Austin,Not Confirmed,8233
2016,Travis,7-Austin,Confirmed Victim,2105
2016,Washington,7-Austin,Not Confirmed,219
2016,Washington,7-Austin,Confirmed Victim,89
2016,Williamson,7-Austin,Not Confirmed,2424
2016,Williamson,7-Austin,Confirmed Victim,695
2016,Atascosa,8-San Antonio,Not Confirmed,517
2016,Atascosa,8-San Antonio,Confirmed Victim,202
2016,Bandera,8-San Antonio,Not Confirmed,156
2016,Bandera,8-San Antonio,Confirmed Victim,47
2016,Bexar,8-San Antonio,Not Confirmed,18901
2016,Bexar,8-San Antonio,Confirmed Victim,4550
2016,Calhoun,8-San Antonio,Not Confirmed,212
2016,Calhoun,8-San Antonio,Confirmed Victim,91
2016,Comal,8-San Antonio,Not Confirmed,1015
2016,Comal,8-San Antonio,Confirmed Victim,382
2016,DeWitt,8-San Antonio,Not Confirmed,260
2016,DeWitt,8-San Antonio,Confirmed Victim,72
2016,Dimmit,8-San Antonio,Not Confirmed,181
2016,Dimmit,8-San Antonio,Confirmed Victim,60
2016,Edwards,8-San Antonio,Not Confirmed,7
2016,Edwards,8-San Antonio,Confirmed Victim,2
2016,Frio,8-San Antonio,Not Confirmed,266
2016,Frio,8-San Antonio,Confirmed Victim,79
2016,Gillespie,8-San Antonio,Not Confirmed,133
2016,Gillespie,8-San Antonio,Confirmed Victim,34
2016,Goliad,8-San Antonio,Not Confirmed,89
2016,Goliad,8-San Antonio,Confirmed Victim,17
2016,Gonzales,8-San Antonio,Not Confirmed,201
2016,Gonzales,8-San Antonio,Confirmed Victim,46
2016,Guadalupe,8-San Antonio,Not Confirmed,1335
2016,Guadalupe,8-San Antonio,Confirmed Victim,357
2016,Jackson,8-San Antonio,Not Confirmed,107
2016,Jackson,8-San Antonio,Confirmed Victim,54
2016,Karnes,8-San Antonio,Not Confirmed,184
2016,Karnes,8-San Antonio,Confirmed Victim,31
2016,Kendall,8-San Antonio,Not Confirmed,222
2016,Kendall,8-San Antonio,Confirmed Victim,30
2016,Kerr,8-San Antonio,Not Confirmed,402
2016,Kerr,8-San Antonio,Confirmed Victim,197
2016,Kinney,8-San Antonio,Not Confirmed,30
2016,Kinney,8-San Antonio,Confirmed Victim,10
2016,La Salle,8-San Antonio,Not Confirmed,104
2016,La Salle,8-San Antonio,Confirmed Victim,19
2016,Lavaca,8-San Antonio,Not Confirmed,135
2016,Lavaca,8-San Antonio,Confirmed Victim,21
2016,Maverick,8-San Antonio,Not Confirmed,321
2016,Maverick,8-San Antonio,Confirmed Victim,34
2016,Medina,8-San Antonio,Not Confirmed,486
2016,Medina,8-San Antonio,Confirmed Victim,107
2016,Real,8-San Antonio,Not Confirmed,31
2016,Real,8-San Antonio,Confirmed Victim,10
2016,Uvalde,8-San Antonio,Not Confirmed,378
2016,Uvalde,8-San Antonio,Confirmed Victim,101
2016,Val Verde,8-San Antonio,Not Confirmed,481
2016,Val Verde,8-San Antonio,Confirmed Victim,70
2016,Victoria,8-San Antonio,Not Confirmed,1083
2016,Victoria,8-San Antonio,Confirmed Victim,222
2016,Wilson,8-San Antonio,Not Confirmed,307
2016,Wilson,8-San Antonio,Confirmed Victim,60
